ballotpref_id,ballotID,CandidateID,Preference
1496,250,17846,2
1497,250,17258,6
1498,250,20645,5
1499,250,10268,1
1500,250,20553,3
1501,251,13321,5
1502,251,17846,2
1503,251,17258,1
1504,251,20645,4
1505,251,10268,6
1506,251,20553,3
1507,252,13321,3
1508,252,17846,6
1509,252,17258,5
1510,252,20645,4
1511,252,10268,1
1512,252,20553,2
1513,253,13321,4
1514,253,17846,3
1515,253,17258,5
1516,253,20645,1
1517,253,10268,2
1518,253,20553,6
1519,254,13321,3
1520,254,17846,6
1521,254,17258,5
1522,254,20645,4
1523,254,10268,2
1524,254,20553,1
1525,255,13321,4
1526,255,17846,5
1527,255,17258,3
1528,255,20645,1
1529,255,10268,6
1530,255,20553,2
1531,256,13321,3
1532,256,17846,6
1533,256,17258,5
1534,256,20645,4
1535,256,10268,1
1536,256,20553,2
1537,257,13321,2
1538,257,17846,6
1539,257,17258,5
1540,257,20645,3
1541,257,10268,4
1542,257,20553,1
1543,258,13321,4
1544,258,17846,1
1545,258,17258,5
1546,258,20645,6
1547,258,10268,3
1548,258,20553,2
1549,259,13321,1
1550,259,17846,3
1551,259,17258,5
1552,259,20645,4
1553,259,10268,6
1554,259,20553,2
1555,260,13321,3
1556,260,17846,6
1557,260,17258,5
1558,260,20645,4
1559,260,10268,1
1560,260,20553,2
1561,261,13321,3
1562,261,17846,5
1563,261,17258,4
1564,261,20645,2
1565,261,10268,6
1566,261,20553,1
1567,262,13321,4
1568,262,17846,2
1569,262,17258,3
1570,262,20645,6
1571,262,10268,5
1572,262,20553,1
1573,263,13321,5
1574,263,17846,3
1575,263,17258,1
1576,263,20645,6
1577,263,10268,2
1578,263,20553,4
1579,264,13321,3
1580,264,17846,6
1581,264,17258,5
1582,264,20645,4
1583,264,10268,2
1584,264,20553,1
1585,265,13321,3
1586,265,17846,6
1587,265,17258,5
1588,265,20645,4
1589,265,10268,1
1590,265,20553,2
1591,266,13321,3
1592,266,17846,6
1593,266,17258,5
1594,266,20645,4
1595,266,10268,1
1596,266,20553,2
1597,267,13321,3
1598,267,17846,6
1599,267,17258,5
1600,267,20645,4
1601,267,10268,2
1602,267,20553,1
1603,268,13321,3
1604,268,17846,6
1605,268,17258,5
1606,268,20645,4
1607,268,10268,2
1608,268,20553,1
1609,269,13321,3
1610,269,17846,6
1611,269,17258,1
1612,269,20645,2
1613,269,10268,5
1614,269,20553,4
1615,270,13321,3
1616,270,17846,6
1617,270,17258,5
1618,270,20645,4
1619,270,10268,1
1620,270,20553,2
1621,271,13321,3
1622,271,17846,6
1623,271,17258,5
1624,271,20645,4
1625,271,10268,1
1626,271,20553,2
1627,272,13321,2
1628,272,17846,6
1629,272,17258,3
1630,272,20645,1
1631,272,10268,4
1632,272,20553,5
1633,273,13321,3
1634,273,17846,6
1635,273,17258,5
1636,273,20645,4
1637,273,10268,2
1638,273,20553,1
1639,274,13321,2
1640,274,17846,3
1641,274,17258,4
1642,274,20645,6
1643,274,10268,1
1644,274,20553,5
1645,275,13321,3
1646,275,17846,6
1647,275,17258,5
1648,275,20645,4
1649,275,10268,2
1650,275,20553,1
1651,276,13321,4
1652,276,17846,2
1653,276,17258,6
1654,276,20645,5
1655,276,10268,1
1656,276,20553,3
1657,277,13321,5
1658,277,17846,4
1659,277,17258,1
1660,277,20645,2
1661,277,10268,6
1662,277,20553,3
1663,278,13321,6
1664,278,17846,2
1665,278,17258,1
1666,278,20645,3
1667,278,10268,5
1668,278,20553,4
1669,279,13321,4
1670,279,17846,1
1671,279,17258,5
1672,279,20645,2
1673,279,10268,6
1674,279,20553,3
1675,280,13321,3
1676,280,17846,6
1677,280,17258,5
1678,280,20645,4
1679,280,10268,2
1680,280,20553,1
1681,281,13321,3
1682,281,17846,6
1683,281,17258,5
1684,281,20645,4
1685,281,10268,1
1686,281,20553,2
1687,282,13321,5
1688,282,17846,6
1689,282,17258,4
1690,282,20645,2
1691,282,10268,3
1692,282,20553,1
1693,283,13321,3
1694,283,17846,1
1695,283,17258,6
1696,283,20645,5
1697,283,10268,2
1698,283,20553,4
1699,284,13321,3
1700,284,17846,6
1701,284,17258,5
1702,284,20645,4
1703,284,10268,1
1704,284,20553,2
1705,285,13321,3
1706,285,17846,6
1707,285,17258,5
1708,285,20645,4
1709,285,10268,2
1710,285,20553,1
1711,286,13321,6
1712,286,17846,5
1713,286,17258,1
1714,286,20645,2
1715,286,10268,4
1716,286,20553,3
1717,287,13321,5
1718,287,17846,6
1719,287,17258,3
1720,287,20645,4
1721,287,10268,2
1722,287,20553,1
1723,288,13321,3
1724,288,17846,6
1725,288,17258,5
1726,288,20645,4
1727,288,10268,2
1728,288,20553,1
1729,289,13321,3
1730,289,17846,2
1731,289,17258,5
1732,289,20645,1
1733,289,10268,4
1734,289,20553,6
1735,290,13321,6
1736,290,17846,5
1737,290,17258,1
1738,290,20645,2
1739,290,10268,4
1740,290,20553,3
1741,291,13321,6
1742,291,17846,3
1743,291,17258,2
1744,291,20645,5
1745,291,10268,1
1746,291,20553,4
1747,292,13321,6
1748,292,17846,1
1749,292,17258,2
1750,292,20645,5
1751,292,10268,3
1752,292,20553,4
1753,293,13321,5
1754,293,17846,3
1755,293,17258,4
1756,293,20645,2
1757,293,10268,6
1758,293,20553,1
1759,294,13321,3
1760,294,17846,6
1761,294,17258,5
1762,294,20645,4
1763,294,10268,2
1764,294,20553,1
1765,295,13321,3
1766,295,17846,6
1767,295,17258,5
1768,295,20645,4
1769,295,10268,2
1770,295,20553,1
1771,296,13321,6
1772,296,17846,3
1773,296,17258,5
1774,296,20645,2
1775,296,10268,4
1776,296,20553,1
1777,297,13321,5
1778,297,17846,3
1779,297,17258,6
1780,297,20645,4
1781,297,10268,1
1782,297,20553,2
1783,298,13321,3
1784,298,17846,6
1785,298,17258,5
1786,298,20645,4
1787,298,10268,2
1788,298,20553,1
1789,299,13321,4
1790,299,17846,6
1791,299,17258,1
1792,299,20645,2
1793,299,10268,3
1794,299,20553,5
1795,300,13321,Get
1796,300,17846,rid
1797,300,17258,of
1798,300,20645,all
1799,300,10268,the
1800,300,20553,politicians
1801,301,13321,3
1802,301,17846,6
1803,301,17258,5
1804,301,20645,4
1805,301,10268,1
1806,301,20553,2
1807,302,13321,3
1808,302,17846,2
1809,302,17258,6
1810,302,20645,5
1811,302,10268,4
1812,302,20553,1
1813,303,13321,3
1814,303,17846,4
1815,303,17258,2
1816,303,20645,1
1817,303,10268,5
1818,303,20553,6
1819,304,13321,3
1820,304,17846,6
1821,304,17258,5
1822,304,20645,4
1823,304,10268,1
1824,304,20553,2
1825,305,13321,1
1826,305,17846,6
1827,305,17258,2
1828,305,20645,5
1829,305,10268,3
1830,305,20553,4
1831,306,13321,3
1832,306,17846,6
1833,306,17258,5
1834,306,20645,4
1835,306,10268,2
1836,306,20553,1
1837,307,13321,3
1838,307,17846,6
1839,307,17258,5
1840,307,20645,4
1841,307,10268,2
1842,307,20553,1
1843,308,13321,3
1844,308,17846,6
1845,308,17258,5
1846,308,20645,4
1847,308,10268,1
1848,308,20553,2
1849,309,13321,2
1850,309,17846,4
1851,309,17258,1
1852,309,20645,6
1853,309,10268,3
1854,309,20553,5
1855,310,13321,3
1856,310,17846,6
1857,310,17258,5
1858,310,20645,4
1859,310,10268,1
1860,310,20553,2
1861,311,13321,3
1862,311,17846,6
1863,311,17258,5
1864,311,20645,4
1865,311,10268,2
1866,311,20553,1
1867,312,13321,1
1868,312,17846,6
1869,312,17258,2
1870,312,20645,3
1871,312,10268,4
1872,312,20553,5
1873,313,13321,3
1874,313,17846,6
1875,313,17258,5
1876,313,20645,4
1877,313,10268,2
1878,313,20553,1
1879,314,13321,3
1880,314,17846,6
1881,314,17258,5
1882,314,20645,4
1883,314,10268,1
1884,314,20553,2
1885,315,13321,4
1886,315,17846,3
1887,315,17258,6
1888,315,20645,5
1889,315,10268,2
1890,315,20553,1
1891,316,13321,3
1892,316,17846,6
1893,316,17258,5
1894,316,20645,4
1895,316,10268,1
1896,316,20553,2
1897,317,13321,4
1898,317,17846,2
1899,317,17258,3
1900,317,20645,6
1901,317,10268,5
1902,317,20553,1
1903,318,13321,4
1904,318,17846,1
1905,318,17258,6
1906,318,20645,3
1907,318,10268,5
1908,318,20553,2
1909,319,13321,3
1910,319,17846,6
1911,319,17258,5
1912,319,20645,4
1913,319,10268,2
1914,319,20553,1
1915,320,13321,2
1916,320,17846,1
1917,320,17258,5
1918,320,20645,3
1919,320,10268,4
1920,320,20553,6
1921,321,13321,3
1922,321,17846,6
1923,321,17258,5
1924,321,20645,4
1925,321,10268,1
1926,321,20553,2
1927,322,13321,6
1928,322,17846,3
1929,322,17258,1
1930,322,20645,4
1931,322,10268,5
1932,322,20553,2
1933,323,13321,1
1934,323,17846,6
1935,323,17258,3
1936,323,20645,2
1937,323,10268,5
1938,323,20553,4
1939,324,13321,4
1940,324,17846,2
1941,324,17258,5
1942,324,20645,3
1943,324,10268,6
1944,324,20553,1
1945,325,13321,4
1946,325,17846,5
1947,325,17258,2
1948,325,20645,1
1949,325,10268,3
1950,325,20553,6
1951,326,13321,3
1952,326,17846,6
1953,326,17258,5
1954,326,20645,4
1955,326,10268,1
1956,326,20553,2
1957,327,13321,5
1958,327,17846,6
1959,327,17258,1
1960,327,20645,3
1961,327,10268,4
1962,327,20553,2
1963,328,13321,3
1964,328,17846,6
1965,328,17258,5
1966,328,20645,4
1967,328,10268,2
1968,328,20553,1
1969,329,13321,3
1970,329,17846,4
1971,329,17258,5
1972,329,20645,6
1973,329,10268,2
1974,329,20553,1
1975,330,13321,3
1976,330,17846,1
1977,330,17258,4
1978,330,20645,2
1979,330,10268,6
1980,330,20553,5
1981,331,13321,6
1982,331,17846,1
1983,331,17258,4
1984,331,20645,3
1985,331,10268,5
1986,331,20553,2
1987,332,13321,3
1988,332,17846,6
1989,332,17258,5
1990,332,20645,4
1991,332,10268,2
1992,332,20553,1
1993,333,13321,3
1994,333,17846,6
1995,333,17258,5
1996,333,20645,4
1997,333,10268,1
1998,333,20553,2
1999,334,13321,3
2000,334,17846,6
2001,334,17258,5
2002,334,20645,4
2003,334,10268,1
2004,334,20553,2
2005,335,13321,3
2006,335,17846,6
2007,335,17258,5
2008,335,20645,4
2009,335,10268,1
2010,335,20553,2
2011,336,13321,1
2012,336,17846,5
2013,336,17258,6
2014,336,20645,3
2015,336,10268,4
2016,336,20553,2
2017,337,13321,3
2018,337,17846,2
2019,337,17258,5
2020,337,20645,1
2021,337,10268,4
2022,337,20553,6
2023,338,13321,3
2024,338,17846,1
2025,338,17258,5
2026,338,20645,4
2027,338,10268,6
2028,338,20553,2
2029,339,13321,3
2030,339,17846,6
2031,339,17258,5
2032,339,20645,4
2033,339,10268,1
2034,339,20553,2
2035,340,13321,6
2036,340,17846,2
2037,340,17258,4
2038,340,20645,1
2039,340,10268,3
2040,340,20553,5
2041,341,13321,2
2042,341,17846,3
2043,341,17258,1
2044,341,20645,5
2045,341,10268,6
2046,341,20553,4
2047,342,13321,2
2048,342,17846,1
2049,342,17258,5
2050,342,20645,3
2051,342,10268,4
2052,342,20553,6
2053,343,13321,2
2054,343,17846,1
2055,343,17258,6
2056,343,20645,5
2057,343,10268,4
2058,343,20553,3
2059,344,13321,4
2060,344,17846,1
2061,344,17258,5
2062,344,20645,6
2063,344,10268,3
2064,344,20553,2
2065,345,13321,5
2066,345,17846,6
2067,345,17258,2
2068,345,20645,4
2069,345,10268,1
2070,345,20553,3
2071,346,13321,5
2072,346,17846,1
2073,346,17258,6
2074,346,20645,4
2075,346,10268,3
2076,346,20553,2
2077,347,13321,3
2078,347,17846,6
2079,347,17258,5
2080,347,20645,4
2081,347,10268,2
2082,347,20553,1
2083,348,13321,4
2084,348,17846,6
2085,348,17258,2
2086,348,20645,1
2087,348,10268,5
2088,348,20553,3
2089,349,13321,3
2090,349,17846,6
2091,349,17258,5
2092,349,20645,4
2093,349,10268,1
2094,349,20553,2
2095,350,13321,4
2096,350,17846,3
2097,350,17258,1
2098,350,20645,2
2099,350,10268,6
2100,350,20553,5
2101,351,13321,6
2102,351,17846,3
2103,351,17258,2
2104,351,20645,1
2105,351,10268,4
2106,351,20553,5
2107,352,13321,3
2108,352,17846,4
2109,352,17258,5
2110,352,20645,1
2111,352,10268,6
2112,352,20553,2
2113,353,13321,5
2114,353,17846,4
2115,353,17258,3
2116,353,20645,1
2117,353,10268,2
2118,353,20553,6
2119,354,13321,1
2120,354,17846,2
2121,354,17258,3
2122,354,20645,5
2123,354,10268,6
2124,354,20553,4
2125,355,13321,3
2126,355,17846,6
2127,355,17258,5
2128,355,20645,4
2129,355,10268,2
2130,355,20553,1
2131,356,13321,3
2132,356,17846,6
2133,356,17258,5
2134,356,20645,4
2135,356,10268,2
2136,356,20553,1
2137,357,13321,3
2138,357,17846,5
2139,357,17258,4
2140,357,20645,2
2141,357,10268,6
2142,357,20553,1
2143,358,13321,3
2144,358,17846,6
2145,358,17258,5
2146,358,20645,4
2147,358,10268,2
2148,358,20553,1
2149,359,13321,3
2150,359,17846,5
2151,359,17258,6
2152,359,20645,1
2153,359,10268,2
2154,359,20553,4
2155,360,13321,3
2156,360,17846,6
2157,360,17258,5
2158,360,20645,4
2159,360,10268,1
2160,360,20553,2
2161,361,13321,4
2162,361,17846,2
2163,361,17258,1
2164,361,20645,6
2165,361,10268,3
2166,361,20553,5
2167,362,13321,3
2168,362,17846,6
2169,362,17258,5
2170,362,20645,4
2171,362,10268,2
2172,362,20553,1
2173,363,13321,5
2174,363,17846,1
2175,363,17258,2
2176,363,20645,6
2177,363,10268,4
2178,363,20553,3
2179,364,13321,1
2180,364,17846,2
2181,364,17258,6
2182,364,20645,4
2183,364,10268,5
2184,364,20553,3
2185,365,13321,1
2186,365,17846,4
2187,365,17258,2
2188,365,20645,3
2189,365,10268,6
2190,365,20553,5
2191,366,13321,3
2192,366,17846,6
2193,366,17258,2
2194,366,20645,4
2195,366,10268,5
2196,366,20553,1
2197,367,13321,3
2198,367,17846,6
2199,367,17258,5
2200,367,20645,4
2201,367,10268,2
2202,367,20553,1
2203,368,13321,3
2204,368,17846,6
2205,368,17258,5
2206,368,20645,4
2207,368,10268,1
2208,368,20553,2
2209,369,13321,3
2210,369,17846,6
2211,369,17258,5
2212,369,20645,4
2213,369,10268,2
2214,369,20553,1
2215,370,13321,3
2216,370,17846,6
2217,370,17258,5
2218,370,20645,4
2219,370,10268,2
2220,370,20553,1
2221,371,13321,3
2222,371,17846,2
2223,371,17258,1
2224,371,20645,6
2225,371,10268,5
2226,371,20553,4
2227,372,13321,3
2228,372,17846,2
2229,372,17258,6
2230,372,20645,5
2231,372,10268,4
2232,372,20553,1
2233,373,13321,3
2234,373,17846,5
2235,373,17258,6
2236,373,20645,1
2237,373,10268,2
2238,373,20553,4
2239,374,13321,3
2240,374,17846,6
2241,374,17258,5
2242,374,20645,4
2243,374,10268,1
2244,374,20553,2
2245,375,13321,4
2246,375,17846,3
2247,375,17258,1
2248,375,20645,6
2249,375,10268,5
2250,375,20553,2
2251,376,13321,4
2252,376,17846,5
2253,376,17258,3
2254,376,20645,6
2255,376,10268,2
2256,376,20553,1
2257,377,13321,6
2258,377,17846,5
2259,377,17258,3
2260,377,20645,4
2261,377,10268,1
2262,377,20553,2
2263,378,13321,3
2264,378,17846,2
2265,378,17258,6
2266,378,20645,5
2267,378,10268,4
2268,378,20553,1
2269,379,13321,6
2270,379,17846,1
2271,379,17258,4
2272,379,20645,3
2273,379,10268,5
2274,379,20553,2
2275,380,13321,3
2276,380,17846,6
2277,380,17258,5
2278,380,20645,4
2279,380,10268,2
2280,380,20553,1
2281,381,13321,4
2282,381,17846,5
2283,381,17258,2
2284,381,20645,1
2285,381,10268,3
2286,381,20553,6
2287,382,13321,3
2288,382,17846,6
2289,382,17258,5
2290,382,20645,4
2291,382,10268,1
2292,382,20553,2
2293,383,13321,6
2294,383,17846,2
2295,383,17258,4
2296,383,20645,5
2297,383,10268,1
2298,383,20553,3
2299,384,13321,3
2300,384,17846,6
2301,384,17258,5
2302,384,20645,4
2303,384,10268,2
2304,384,20553,1
2305,385,13321,6
2306,385,17846,4
2307,385,17258,2
2308,385,20645,1
2309,385,10268,5
2310,385,20553,3
2311,386,13321,3
2312,386,17846,6
2313,386,17258,5
2314,386,20645,4
2315,386,10268,2
2316,386,20553,1
2317,387,13321,5
2318,387,17846,3
2319,387,17258,1
2320,387,20645,2
2321,387,10268,4
2322,387,20553,6
2323,388,13321,6
2324,388,17846,2
2325,388,17258,4
2326,388,20645,1
2327,388,10268,3
2328,388,20553,5
2329,389,13321,3
2330,389,17846,6
2331,389,17258,5
2332,389,20645,4
2333,389,10268,1
2334,389,20553,2
2335,390,13321,3
2336,390,17846,6
2337,390,17258,5
2338,390,20645,4
2339,390,10268,1
2340,390,20553,2
2341,391,13321,4
2342,391,17846,5
2343,391,17258,1
2344,391,20645,3
2345,391,10268,6
2346,391,20553,2
2347,392,13321,3
2348,392,17846,6
2349,392,17258,5
2350,392,20645,4
2351,392,10268,1
2352,392,20553,2
2353,393,13321,3
2354,393,17846,6
2355,393,17258,5
2356,393,20645,4
2357,393,10268,1
2358,393,20553,2
2359,394,13321,5
2360,394,17846,2
2361,394,17258,1
2362,394,20645,4
2363,394,10268,6
2364,394,20553,3
2365,395,13321,1
2366,395,17846,6
2367,395,17258,5
2368,395,20645,2
2369,395,10268,3
2370,395,20553,4
2371,396,13321,3
2372,396,17846,6
2373,396,17258,5
2374,396,20645,4
2375,396,10268,2
2376,396,20553,1
2377,397,13321,6
2378,397,17846,5
2379,397,17258,4
2380,397,20645,1
2381,397,10268,3
2382,397,20553,2
2383,398,13321,5
2384,398,17846,6
2385,398,17258,1
2386,398,20645,3
2387,398,10268,4
2388,398,20553,2
2389,399,13321,2
2390,399,17846,5
2391,399,17258,1
2392,399,20645,3
2393,399,10268,6
2394,399,20553,4
2395,400,13321,
2396,400,17846,
2397,400,17258,
2398,400,20645,
2399,400,10268,
2400,400,20553,
2401,401,13321,5
2402,401,17846,1
2403,401,17258,3
2404,401,20645,4
2405,401,10268,6
2406,401,20553,2
2407,402,13321,3
2408,402,17846,6
2409,402,17258,5
2410,402,20645,4
2411,402,10268,1
2412,402,20553,2
2413,403,13321,2
2414,403,17846,6
2415,403,17258,5
2416,403,20645,3
2417,403,10268,4
2418,403,20553,1
2419,404,13321,6
2420,404,17846,4
2421,404,17258,5
2422,404,20645,1
2423,404,10268,2
2424,404,20553,3
2425,405,13321,2
2426,405,17846,6
2427,405,17258,4
2428,405,20645,5
2429,405,10268,3
2430,405,20553,1
2431,406,13321,5
2432,406,17846,2
2433,406,17258,6
2434,406,20645,3
2435,406,10268,4
2436,406,20553,1
2437,407,13321,5
2438,407,17846,6
2439,407,17258,3
2440,407,20645,4
2441,407,10268,2
2442,407,20553,1
2443,408,13321,5
2444,408,17846,6
2445,408,17258,3
2446,408,20645,1
2447,408,10268,4
2448,408,20553,2
2449,409,13321,3
2450,409,17846,6
2451,409,17258,5
2452,409,20645,4
2453,409,10268,2
2454,409,20553,1
2455,410,13321,3
2456,410,17846,6
2457,410,17258,5
2458,410,20645,4
2459,410,10268,1
2460,410,20553,2
2461,411,13321,1
2462,411,17846,3
2463,411,17258,2
2464,411,20645,6
2465,411,10268,4
2466,411,20553,5
2467,412,13321,5
2468,412,17846,6
2469,412,17258,1
2470,412,20645,3
2471,412,10268,4
2472,412,20553,2
2473,413,13321,5
2474,413,17846,3
2475,413,17258,1
2476,413,20645,6
2477,413,10268,2
2478,413,20553,4
2479,414,13321,3
2480,414,17846,6
2481,414,17258,5
2482,414,20645,4
2483,414,10268,2
2484,414,20553,1
2485,415,13321,2
2486,415,17846,1
2487,415,17258,6
2488,415,20645,5
2489,415,10268,4
2490,415,20553,3
2491,416,13321,5
2492,416,17846,6
2493,416,17258,3
2494,416,20645,4
2495,416,10268,2
2496,416,20553,1
2497,417,13321,5
2498,417,17846,3
2499,417,17258,1
2500,417,20645,6
2501,417,10268,2
2502,417,20553,4
2503,418,13321,3
2504,418,17846,6
2505,418,17258,5
2506,418,20645,4
2507,418,10268,1
2508,418,20553,2
2509,419,13321,3
2510,419,17846,4
2511,419,17258,6
2512,419,20645,2
2513,419,10268,5
2514,419,20553,1
2515,420,13321,4
2516,420,17846,1
2517,420,17258,5
2518,420,20645,2
2519,420,10268,6
2520,420,20553,3
2521,421,13321,5
2522,421,17846,1
2523,421,17258,6
2524,421,20645,4
2525,421,10268,3
2526,421,20553,2
2527,422,13321,5
2528,422,17846,6
2529,422,17258,4
2530,422,20645,2
2531,422,10268,3
2532,422,20553,1
2533,423,13321,6
2534,423,17846,1
2535,423,17258,3
2536,423,20645,2
2537,423,10268,5
2538,423,20553,4
2539,424,13321,4
2540,424,17846,3
2541,424,17258,6
2542,424,20645,5
2543,424,10268,2
2544,424,20553,1
2545,425,13321,5
2546,425,17846,6
2547,425,17258,3
2548,425,20645,4
2549,425,10268,2
2550,425,20553,1
2551,426,13321,3
2552,426,17846,6
2553,426,17258,5
2554,426,20645,4
2555,426,10268,2
2556,426,20553,1
2557,427,13321,5
2558,427,17846,2
2559,427,17258,4
2560,427,20645,1
2561,427,10268,6
2562,427,20553,3
2563,428,13321,3
2564,428,17846,6
2565,428,17258,5
2566,428,20645,4
2567,428,10268,1
2568,428,20553,2
2569,429,13321,3
2570,429,17846,6
2571,429,17258,5
2572,429,20645,4
2573,429,10268,2
2574,429,20553,1
2575,430,13321,3
2576,430,17846,4
2577,430,17258,2
2578,430,20645,1
2579,430,10268,5
2580,430,20553,6
2581,431,13321,6
2582,431,17846,4
2583,431,17258,5
2584,431,20645,1
2585,431,10268,2
2586,431,20553,3
2587,432,13321,6
2588,432,17846,2
2589,432,17258,5
2590,432,20645,4
2591,432,10268,3
2592,432,20553,1
2593,433,13321,2
2594,433,17846,4
2595,433,17258,5
2596,433,20645,3
2597,433,10268,6
2598,433,20553,1
2599,434,13321,3
2600,434,17846,6
2601,434,17258,5
2602,434,20645,4
2603,434,10268,1
2604,434,20553,2
2605,435,13321,4
2606,435,17846,6
2607,435,17258,2
2608,435,20645,1
2609,435,10268,5
2610,435,20553,3
2611,436,13321,5
2612,436,17846,2
2613,436,17258,4
2614,436,20645,1
2615,436,10268,6
2616,436,20553,3
2617,437,13321,3
2618,437,17846,6
2619,437,17258,5
2620,437,20645,4
2621,437,10268,2
2622,437,20553,1
2623,438,13321,2
2624,438,17846,3
2625,438,17258,5
2626,438,20645,6
2627,438,10268,4
2628,438,20553,1
2629,439,13321,6
2630,439,17846,5
2631,439,17258,3
2632,439,20645,4
2633,439,10268,1
2634,439,20553,2
2635,440,13321,2
2636,440,17846,3
2637,440,17258,6
2638,440,20645,4
2639,440,10268,5
2640,440,20553,1
2641,441,13321,2
2642,441,17846,5
2643,441,17258,4
2644,441,20645,6
2645,441,10268,1
2646,441,20553,3
2647,442,13321,3
2648,442,17846,5
2649,442,17258,1
2650,442,20645,6
2651,442,10268,2
2652,442,20553,4
2653,443,13321,6
2654,443,17846,2
2655,443,17258,5
2656,443,20645,4
2657,443,10268,3
2658,443,20553,1
2659,444,13321,3
2660,444,17846,6
2661,444,17258,5
2662,444,20645,4
2663,444,10268,2
2664,444,20553,1
2665,445,13321,5
2666,445,17846,2
2667,445,17258,3
2668,445,20645,6
2669,445,10268,1
2670,445,20553,4
2671,446,13321,2
2672,446,17846,1
2673,446,17258,3
2674,446,20645,6
2675,446,10268,5
2676,446,20553,4
2677,447,13321,3
2678,447,17846,4
2679,447,17258,6
2680,447,20645,2
2681,447,10268,5
2682,447,20553,1
2683,448,13321,3
2684,448,17846,6
2685,448,17258,5
2686,448,20645,4
2687,448,10268,2
2688,448,20553,1
2689,449,13321,5
2690,449,17846,6
2691,449,17258,3
2692,449,20645,4
2693,449,10268,2
2694,449,20553,1
2695,450,13321,2
2696,450,17846,4
2697,450,17258,1
2698,450,20645,3
2699,450,10268,5
2700,450,20553,6
2701,451,13321,2
2702,451,17846,4
2703,451,17258,1
2704,451,20645,6
2705,451,10268,3
2706,451,20553,5
2707,452,13321,5
2708,452,17846,1
2709,452,17258,4
2710,452,20645,2
2711,452,10268,3
2712,452,20553,6
2713,453,13321,5
2714,453,17846,4
2715,453,17258,1
2716,453,20645,6
2717,453,10268,3
2718,453,20553,2
2719,454,13321,3
2720,454,17846,5
2721,454,17258,4
2722,454,20645,2
2723,454,10268,6
2724,454,20553,1
2725,455,13321,3
2726,455,17846,6
2727,455,17258,5
2728,455,20645,4
2729,455,10268,2
2730,455,20553,1
2731,456,13321,1
2732,456,17846,5
2733,456,17258,2
2734,456,20645,4
2735,456,10268,6
2736,456,20553,3
2737,457,13321,6
2738,457,17846,5
2739,457,17258,4
2740,457,20645,1
2741,457,10268,3
2742,457,20553,2
2743,458,13321,3
2744,458,17846,1
2745,458,17258,6
2746,458,20645,2
2747,458,10268,4
2748,458,20553,5
2749,459,13321,3
2750,459,17846,6
2751,459,17258,5
2752,459,20645,4
2753,459,10268,2
2754,459,20553,1
2755,460,13321,3
2756,460,17846,5
2757,460,17258,6
2758,460,20645,4
2759,460,10268,1
2760,460,20553,2
2761,461,13321,4
2762,461,17846,1
2763,461,17258,5
2764,461,20645,2
2765,461,10268,6
2766,461,20553,3
2767,462,13321,3
2768,462,17846,6
2769,462,17258,1
2770,462,20645,2
2771,462,10268,5
2772,462,20553,4
2773,463,13321,3
2774,463,17846,6
2775,463,17258,5
2776,463,20645,4
2777,463,10268,2
2778,463,20553,1
2779,464,13321,3
2780,464,17846,6
2781,464,17258,4
2782,464,20645,1
2783,464,10268,2
2784,464,20553,5
2785,465,13321,2
2786,465,17846,3
2787,465,17258,4
2788,465,20645,6
2789,465,10268,1
2790,465,20553,5
2791,466,13321,3
2792,466,17846,6
2793,466,17258,5
2794,466,20645,4
2795,466,10268,2
2796,466,20553,1
2797,467,13321,2
2798,467,17846,1
2799,467,17258,3
2800,467,20645,6
2801,467,10268,5
2802,467,20553,4
2803,468,13321,3
2804,468,17846,6
2805,468,17258,5
2806,468,20645,4
2807,468,10268,1
2808,468,20553,2
2809,469,13321,3
2810,469,17846,5
2811,469,17258,1
2812,469,20645,6
2813,469,10268,2
2814,469,20553,4
2815,470,13321,3
2816,470,17846,6
2817,470,17258,5
2818,470,20645,4
2819,470,10268,1
2820,470,20553,2
2821,471,13321,1
2822,471,17846,3
2823,471,17258,2
2824,471,20645,4
2825,471,10268,5
2826,471,20553,6
2827,472,13321,3
2828,472,17846,6
2829,472,17258,5
2830,472,20645,4
2831,472,10268,1
2832,472,20553,2
2833,473,13321,1
2834,473,17846,5
2835,473,17258,3
2836,473,20645,2
2837,473,10268,4
2838,473,20553,6
2839,474,13321,4
2840,474,17846,5
2841,474,17258,3
2842,474,20645,6
2843,474,10268,2
2844,474,20553,1
2845,475,13321,3
2846,475,17846,6
2847,475,17258,4
2848,475,20645,5
2849,475,10268,1
2850,475,20553,2
2851,476,13321,6
2852,476,17846,4
2853,476,17258,5
2854,476,20645,1
2855,476,10268,2
2856,476,20553,3
2857,477,13321,3
2858,477,17846,6
2859,477,17258,5
2860,477,20645,4
2861,477,10268,1
2862,477,20553,2
2863,478,13321,5
2864,478,17846,3
2865,478,17258,1
2866,478,20645,6
2867,478,10268,2
2868,478,20553,4
2869,479,13321,3
2870,479,17846,6
2871,479,17258,5
2872,479,20645,4
2873,479,10268,1
2874,479,20553,2
2875,480,13321,4
2876,480,17846,2
2877,480,17258,1
2878,480,20645,3
2879,480,10268,5
2880,480,20553,6
2881,481,13321,1
2882,481,17846,6
2883,481,17258,5
2884,481,20645,4
2885,481,10268,2
2886,481,20553,3
2887,482,13321,4
2888,482,17846,5
2889,482,17258,1
2890,482,20645,3
2891,482,10268,6
2892,482,20553,2
